latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
21.476273,39.16241,7.0,10800,Asia/Riyadh,GMT+3

time,temperature_2m (°C),relative_humidity_2m (%),shortwave_radiation (W/m²),direct_normal_irradiance (W/m²),diffuse_radiation (W/m²),wind_speed_10m (m/s)
2024-03-19T23:00,22.8,57,0.0,0.0,0.0,7.93
2024-03-20T00:00,22.1,59,0.0,0.0,0.0,7.10
2024-03-20T01:00,21.4,60,0.0,0.0,0.0,6.77
2024-03-20T02:00,20.7,61,0.0,0.0,0.0,6.61
2024-03-20T03:00,20.1,63,0.0,0.0,0.0,6.68
2024-03-20T04:00,20.7,62,0.0,0.0,0.0,6.38
2024-03-20T05:00,20.3,60,0.0,0.0,0.0,6.51
2024-03-20T06:00,19.8,59,0.0,0.0,0.0,6.11
2024-03-20T07:00,19.7,59,13.0,23.9,11.0,5.45
2024-03-20T08:00,21.4,51,154.0,261.3,92.0,5.05
2024-03-20T09:00,23.6,46,348.0,357.5,183.0,6.31
2024-03-20T10:00,25.5,39,605.0,644.9,183.0,7.32
2024-03-20T11:00,27.3,32,785.0,717.7,209.0,7.25
2024-03-20T12:00,28.2,32,898.0,751.0,225.0,8.13
2024-03-20T13:00,28.0,38,924.0,723.7,252.0,9.31
2024-03-20T14:00,27.9,40,850.0,616.0,297.0,9.72
2024-03-20T15:00,27.7,41,750.0,619.2,251.0,10.15
2024-03-20T16:00,27.7,45,614.0,698.0,154.0,9.95
2024-03-20T17:00,27.1,47,391.0,569.2,125.0,9.56
2024-03-20T18:00,26.2,51,160.0,315.8,83.0,8.96
2024-03-20T19:00,25.4,56,14.0,23.0,12.0,8.01
2024-03-20T20:00,25.1,59,0.0,0.0,0.0,7.30
2024-03-20T21:00,24.9,60,0.0,0.0,0.0,6.71
2024-03-20T22:00,24.5,62,0.0,0.0,0.0,6.05
2024-03-20T23:00,23.9,66,0.0,0.0,0.0,5.87
2024-03-21T00:00,23.5,71,0.0,0.0,0.0,5.77
2024-03-21T01:00,23.2,74,0.0,0.0,0.0,5.76
2024-03-21T02:00,23.0,77,0.0,0.0,0.0,6.00
2024-03-21T03:00,22.6,78,0.0,0.0,0.0,6.05
2024-03-21T04:00,22.3,80,0.0,0.0,0.0,5.43
2024-03-21T05:00,22.2,80,0.0,0.0,0.0,5.59
2024-03-21T06:00,22.2,80,0.0,0.0,0.0,5.32
2024-03-21T07:00,22.5,80,12.0,23.4,10.0,4.84
2024-03-21T08:00,24.0,75,150.0,294.6,79.0,5.12
2024-03-21T09:00,25.9,68,373.0,539.6,122.0,5.77
2024-03-21T10:00,27.7,59,586.0,662.9,150.0,6.04
2024-03-21T11:00,28.9,55,757.0,732.3,167.0,6.40
2024-03-21T12:00,29.0,57,867.0,766.5,178.0,7.86
2024-03-21T13:00,29.1,54,908.0,781.9,180.0,8.36
2024-03-21T14:00,29.0,53,872.0,773.4,176.0,8.66
2024-03-21T15:00,28.7,53,763.0,739.1,166.0,8.59
2024-03-21T16:00,28.4,56,582.0,647.8,154.0,8.08
2024-03-21T17:00,27.9,60,362.0,465.0,144.0,7.14
2024-03-21T18:00,26.8,66,152.0,285.5,82.0,6.23
2024-03-21T19:00,26.0,71,14.0,22.8,12.0,5.19
2024-03-21T20:00,25.7,74,0.0,0.0,0.0,5.59
2024-03-21T21:00,25.5,74,0.0,0.0,0.0,5.50
2024-03-21T22:00,25.3,73,0.0,0.0,0.0,4.61
2024-03-21T23:00,24.9,73,0.0,0.0,0.0,4.00
2024-03-22T00:00,24.5,75,0.0,0.0,0.0,3.73
2024-03-22T01:00,24.0,78,0.0,0.0,0.0,3.81
2024-03-22T02:00,23.6,83,0.0,0.0,0.0,3.86
2024-03-22T03:00,23.3,85,0.0,0.0,0.0,3.79
2024-03-22T04:00,23.8,84,0.0,0.0,0.0,3.31
2024-03-22T05:00,23.7,86,0.0,0.0,0.0,3.86
2024-03-22T06:00,23.6,86,0.0,0.0,0.0,3.75
2024-03-22T07:00,23.8,84,12.0,22.9,10.0,3.51
2024-03-22T08:00,25.2,75,131.0,196.1,83.0,4.06
2024-03-22T09:00,26.5,62,309.0,300.8,168.0,4.46
2024-03-22T10:00,28.1,51,586.0,648.9,157.0,4.94
2024-03-22T11:00,28.7,48,763.0,725.8,176.0,5.87
2024-03-22T12:00,29.0,47,869.0,759.7,184.0,6.88
2024-03-22T13:00,29.2,42,938.0,807.7,184.0,7.96
2024-03-22T14:00,29.2,38,901.0,802.6,177.0,8.22
2024-03-22T15:00,28.7,41,795.0,778.2,165.0,8.53
2024-03-22T16:00,27.8,54,604.0,682.5,152.0,8.49
2024-03-22T17:00,27.0,59,380.0,531.7,130.0,8.15
2024-03-22T18:00,26.6,59,161.0,336.7,78.0,7.99
2024-03-22T19:00,26.0,58,15.0,34.0,12.0,7.33
2024-03-22T20:00,25.5,61,0.0,0.0,0.0,6.82
2024-03-22T21:00,25.0,63,0.0,0.0,0.0,5.94
2024-03-22T22:00,24.4,69,0.0,0.0,0.0,5.50
2024-03-22T23:00,23.7,75,0.0,0.0,0.0,4.90
2024-03-23T00:00,23.2,78,0.0,0.0,0.0,4.73
2024-03-23T01:00,22.6,78,0.0,0.0,0.0,4.28
2024-03-23T02:00,22.3,75,0.0,0.0,0.0,4.37
2024-03-23T03:00,22.0,70,0.0,0.0,0.0,4.30
2024-03-23T04:00,23.0,60,0.0,0.0,0.0,4.20
2024-03-23T05:00,22.6,60,0.0,0.0,0.0,4.20
2024-03-23T06:00,22.2,62,0.0,0.0,0.0,4.41
2024-03-23T07:00,22.3,63,15.0,33.6,12.0,4.47
2024-03-23T08:00,24.1,56,144.0,237.4,85.0,4.66
2024-03-23T09:00,26.6,43,375.0,501.8,138.0,5.33
2024-03-23T10:00,29.0,31,579.0,612.5,172.0,5.87
2024-03-23T11:00,30.1,33,779.0,745.2,174.0,6.21
2024-03-23T12:00,30.1,40,894.0,796.0,174.0,7.42
2024-03-23T13:00,29.4,46,926.0,793.8,183.0,8.73
2024-03-23T14:00,29.1,47,892.0,793.0,175.0,8.94
2024-03-23T15:00,28.7,50,780.0,758.0,165.0,8.71
2024-03-23T16:00,28.0,57,593.0,655.3,158.0,8.77
2024-03-23T17:00,27.3,59,380.0,536.5,127.0,7.94
2024-03-23T18:00,26.6,64,160.0,326.9,79.0,7.46
2024-03-23T19:00,25.9,62,15.0,33.7,12.0,6.49
2024-03-23T20:00,25.8,61,0.0,0.0,0.0,5.17
2024-03-23T21:00,25.6,56,0.0,0.0,0.0,3.50
2024-03-23T22:00,25.2,54,0.0,0.0,0.0,2.96
2024-03-23T23:00,24.9,52,0.0,0.0,0.0,2.86
2024-03-24T00:00,24.1,50,0.0,0.0,0.0,2.62
2024-03-24T01:00,22.9,48,0.0,0.0,0.0,2.14
2024-03-24T02:00,22.9,43,0.0,0.0,0.0,1.51
2024-03-24T03:00,24.0,37,0.0,0.0,0.0,0.85
2024-03-24T04:00,23.4,50,0.0,0.0,0.0,2.32
2024-03-24T05:00,23.9,55,0.0,0.0,0.0,2.26
2024-03-24T06:00,24.5,65,0.0,0.0,0.0,3.00
2024-03-24T07:00,24.6,73,12.0,21.9,10.0,3.58
2024-03-24T08:00,25.5,70,109.0,162.6,68.0,4.27
2024-03-24T09:00,26.1,68,320.0,348.8,154.0,4.60
2024-03-24T10:00,26.9,62,531.0,494.2,201.0,4.70
2024-03-24T11:00,27.4,61,770.0,721.6,182.0,5.35
2024-03-24T12:00,27.7,58,893.0,746.3,216.0,6.56
2024-03-24T13:00,27.9,54,938.0,811.0,177.0,7.61
2024-03-24T14:00,27.8,48,895.0,790.1,179.0,8.80
2024-03-24T15:00,28.1,32,790.0,765.0,168.0,8.45
2024-03-24T16:00,27.7,38,624.0,710.9,151.0,7.16
2024-03-24T17:00,27.1,34,407.0,594.2,126.0,7.62
2024-03-24T18:00,26.3,33,173.0,369.4,81.0,7.82
2024-03-24T19:00,25.5,34,16.0,44.6,12.0,6.61
2024-03-24T20:00,24.9,37,0.0,0.0,0.0,5.87
2024-03-24T21:00,24.2,38,0.0,0.0,0.0,5.29
2024-03-24T22:00,23.4,42,0.0,0.0,0.0,3.80
2024-03-24T23:00,22.4,44,0.0,0.0,0.0,3.67
2024-03-25T00:00,21.6,42,0.0,0.0,0.0,3.73
2024-03-25T01:00,20.5,42,0.0,0.0,0.0,3.07
2024-03-25T02:00,19.2,44,0.0,0.0,0.0,2.69
2024-03-25T03:00,18.3,46,0.0,0.0,0.0,2.72
2024-03-25T04:00,19.8,45,0.0,0.0,0.0,3.67
2024-03-25T05:00,19.7,44,0.0,0.0,0.0,4.07
2024-03-25T06:00,19.6,42,0.0,0.0,0.0,4.47
2024-03-25T07:00,20.3,37,18.0,43.0,14.0,5.20
2024-03-25T08:00,22.8,26,176.0,363.4,83.0,6.26
2024-03-25T09:00,25.3,20,412.0,592.4,128.0,8.19
2024-03-25T10:00,27.0,18,638.0,719.8,155.0,8.73
2024-03-25T11:00,28.3,17,818.0,788.6,173.0,7.73
2024-03-25T12:00,29.0,16,932.0,823.2,183.0,7.69
2024-03-25T13:00,29.2,17,972.0,835.6,186.0,7.83
2024-03-25T14:00,28.9,17,933.0,826.9,182.0,8.21
2024-03-25T15:00,28.5,18,819.0,792.8,173.0,8.35
2024-03-25T16:00,28.2,21,638.0,724.4,155.0,8.90
2024-03-25T17:00,27.2,24,412.0,598.9,128.0,9.11
2024-03-25T18:00,26.1,26,174.0,367.6,82.0,8.06
2024-03-25T19:00,25.2,29,17.0,44.3,13.0,6.96
2024-03-25T20:00,24.2,36,0.0,0.0,0.0,6.28
2024-03-25T21:00,23.2,46,0.0,0.0,0.0,6.63
2024-03-25T22:00,22.6,50,0.0,0.0,0.0,6.30
2024-03-25T23:00,21.9,54,0.0,0.0,0.0,5.40
2024-03-26T00:00,21.3,58,0.0,0.0,0.0,4.67
2024-03-26T01:00,20.5,61,0.0,0.0,0.0,4.27
2024-03-26T02:00,19.8,62,0.0,0.0,0.0,4.25
2024-03-26T03:00,19.5,63,0.0,0.0,0.0,4.40
2024-03-26T04:00,20.2,65,0.0,0.0,0.0,4.90
2024-03-26T05:00,19.9,66,0.0,0.0,0.0,4.61
2024-03-26T06:00,19.2,69,0.0,0.0,0.0,4.15
2024-03-26T07:00,19.2,67,19.0,42.2,15.0,3.64
2024-03-26T08:00,21.4,57,179.0,366.0,84.0,2.97
2024-03-26T09:00,24.1,44,413.0,588.2,129.0,3.90
2024-03-26T10:00,25.7,43,636.0,711.9,156.0,5.35
2024-03-26T11:00,26.6,44,814.0,779.7,174.0,5.90
2024-03-26T12:00,27.4,42,927.0,815.4,183.0,6.38
2024-03-26T13:00,27.9,41,965.0,825.1,187.0,7.13
2024-03-26T14:00,27.9,41,924.0,814.1,183.0,7.46
2024-03-26T15:00,27.8,41,810.0,780.2,173.0,7.74
2024-03-26T16:00,27.4,42,633.0,715.3,155.0,7.21
2024-03-26T17:00,26.7,47,408.0,588.8,128.0,7.10
2024-03-26T18:00,25.5,56,174.0,365.8,82.0,7.31
2024-03-26T19:00,24.8,60,17.0,44.0,13.0,6.86
2024-03-26T20:00,24.5,62,0.0,0.0,0.0,6.24
2024-03-26T21:00,24.0,67,0.0,0.0,0.0,5.50
2024-03-26T22:00,23.4,69,0.0,0.0,0.0,5.26
2024-03-26T23:00,22.8,72,0.0,0.0,0.0,4.64
2024-03-27T00:00,22.0,78,0.0,0.0,0.0,4.10
2024-03-27T01:00,21.2,82,0.0,0.0,0.0,3.59
2024-03-27T02:00,20.6,83,0.0,0.0,0.0,3.48
2024-03-27T03:00,20.1,84,0.0,0.0,0.0,3.54
2024-03-27T04:00,20.5,86,0.0,0.0,0.0,3.59
2024-03-27T05:00,20.1,86,0.0,0.0,0.0,3.59
2024-03-27T06:00,19.7,85,0.0,0.0,0.0,3.53
2024-03-27T07:00,20.2,82,20.0,51.7,15.0,3.14
2024-03-27T08:00,22.6,72,180.0,360.9,85.0,3.16
2024-03-27T09:00,24.8,66,409.0,577.8,128.0,3.88
2024-03-27T10:00,26.7,57,625.0,693.8,155.0,3.02
2024-03-27T11:00,27.8,56,800.0,762.4,172.0,3.20
2024-03-27T12:00,28.3,58,913.0,800.0,181.0,5.17
2024-03-27T13:00,28.4,56,950.0,809.4,185.0,6.58
2024-03-27T14:00,28.5,55,906.0,794.9,181.0,6.61
2024-03-27T15:00,28.4,57,793.0,760.3,171.0,6.95
2024-03-27T16:00,28.6,55,613.0,688.4,152.0,7.61
2024-03-27T17:00,27.8,61,397.0,570.5,125.0,6.26
2024-03-27T18:00,27.0,67,168.0,348.2,80.0,5.80
2024-03-27T19:00,25.9,75,16.0,32.8,13.0,3.75
2024-03-27T20:00,25.8,77,0.0,0.0,0.0,2.30
2024-03-27T21:00,25.7,71,0.0,0.0,0.0,3.71
2024-03-27T22:00,25.8,61,0.0,0.0,0.0,3.05
2024-03-27T23:00,25.6,55,0.0,0.0,0.0,3.00
2024-03-28T00:00,25.1,51,0.0,0.0,0.0,2.91
2024-03-28T01:00,24.1,49,0.0,0.0,0.0,2.50
2024-03-28T02:00,23.3,50,0.0,0.0,0.0,2.11
2024-03-28T03:00,22.8,51,0.0,0.0,0.0,2.24
2024-03-28T04:00,23.4,53,0.0,0.0,0.0,2.26
2024-03-28T05:00,23.4,54,0.0,0.0,0.0,1.84
2024-03-28T06:00,23.3,53,0.0,0.0,0.0,1.81
2024-03-28T07:00,24.3,47,18.0,40.6,14.0,2.92
2024-03-28T08:00,26.7,41,136.0,157.4,94.0,2.82
2024-03-28T09:00,29.0,37,227.0,55.1,200.0,2.84
2024-03-28T10:00,31.0,38,427.0,236.6,266.0,4.61
2024-03-28T11:00,32.4,38,750.0,675.1,192.0,5.16
2024-03-28T12:00,32.3,43,851.0,700.9,208.0,6.82
2024-03-28T13:00,31.3,48,879.0,702.0,214.0,7.50
2024-03-28T14:00,31.3,50,862.0,735.3,190.0,7.50
2024-03-28T15:00,30.7,55,748.0,700.3,174.0,6.86
2024-03-28T16:00,30.0,56,557.0,575.2,171.0,5.83
2024-03-28T17:00,29.1,60,376.0,518.8,128.0,4.30
2024-03-28T18:00,28.3,63,159.0,311.1,80.0,3.01
2024-03-28T19:00,27.7,66,16.0,32.6,13.0,2.06
2024-03-28T20:00,27.6,65,0.0,0.0,0.0,1.44
2024-03-28T21:00,27.4,66,0.0,0.0,0.0,1.75
2024-03-28T22:00,27.2,66,0.0,0.0,0.0,1.22
2024-03-28T23:00,26.6,70,0.0,0.0,0.0,0.67
2024-03-29T00:00,26.2,71,0.0,0.0,0.0,0.86
2024-03-29T01:00,26.2,70,0.0,0.0,0.0,1.03
2024-03-29T02:00,25.7,72,0.0,0.0,0.0,1.24
2024-03-29T03:00,25.4,75,0.0,0.0,0.0,2.80
2024-03-29T04:00,26.8,70,0.0,0.0,0.0,1.39
2024-03-29T05:00,26.7,74,0.0,0.0,0.0,0.54
2024-03-29T06:00,26.2,75,0.0,0.0,0.0,1.56
2024-03-29T07:00,26.5,67,18.0,39.8,14.0,2.51
2024-03-29T08:00,28.4,59,142.0,196.0,89.0,2.36
2024-03-29T09:00,29.9,57,342.0,381.3,154.0,4.61
2024-03-29T10:00,31.8,49,541.0,522.2,184.0,6.40
2024-03-29T11:00,32.8,47,765.0,709.1,177.0,9.90
2024-03-29T12:00,31.4,56,813.0,638.1,226.0,9.21
2024-03-29T13:00,29.9,67,713.0,506.7,232.0,6.80
2024-03-29T14:00,29.1,72,751.0,577.7,222.0,5.51
2024-03-29T15:00,29.1,70,640.0,528.5,206.0,6.32
2024-03-29T16:00,29.5,67,560.0,586.0,166.0,5.81
2024-03-29T17:00,28.6,72,318.0,377.6,137.0,5.08
2024-03-29T18:00,26.6,81,139.0,231.2,80.0,5.24
2024-03-29T19:00,25.4,82,11.0,10.8,10.0,1.63
2024-03-29T20:00,26.1,78,0.0,0.0,0.0,5.36
2024-03-29T21:00,25.7,80,0.0,0.0,0.0,3.47
2024-03-29T22:00,25.2,80,0.0,0.0,0.0,2.83
2024-03-29T23:00,24.7,82,0.0,0.0,0.0,2.87
2024-03-30T00:00,24.6,84,0.0,0.0,0.0,2.80
2024-03-30T01:00,24.1,86,0.0,0.0,0.0,3.70
2024-03-30T02:00,23.9,83,0.0,0.0,0.0,4.34
2024-03-30T03:00,23.8,79,0.0,0.0,0.0,3.53
2024-03-30T04:00,24.2,85,0.0,0.0,0.0,1.20
2024-03-30T05:00,24.5,83,0.0,0.0,0.0,3.75
2024-03-30T06:00,24.0,88,0.0,0.0,0.0,2.80
2024-03-30T07:00,24.4,86,18.0,9.8,17.0,3.11
2024-03-30T08:00,25.9,77,171.0,284.8,93.0,3.11
2024-03-30T09:00,27.6,68,405.0,556.1,129.0,3.03
2024-03-30T10:00,28.9,65,619.0,680.1,152.0,2.42
2024-03-30T11:00,29.9,60,788.0,742.8,170.0,2.25
2024-03-30T12:00,30.4,58,896.0,777.5,179.0,3.60
2024-03-30T13:00,30.1,62,881.0,712.6,203.0,4.53
2024-03-30T14:00,30.0,62,813.0,642.0,224.0,3.80
2024-03-30T15:00,29.8,62,696.0,607.7,196.0,4.12
2024-03-30T16:00,29.8,61,612.0,684.3,151.0,6.46
2024-03-30T17:00,29.3,63,396.0,564.0,125.0,5.95
2024-03-30T18:00,28.4,67,168.0,339.3,81.0,5.23
2024-03-30T19:00,27.7,72,17.0,32.2,14.0,3.66
2024-03-30T20:00,27.3,73,0.0,0.0,0.0,2.77
2024-03-30T21:00,27.1,74,0.0,0.0,0.0,2.06
2024-03-30T22:00,26.9,76,0.0,0.0,0.0,1.81
2024-03-30T23:00,26.6,79,0.0,0.0,0.0,2.75
2024-03-31T00:00,26.1,83,0.0,0.0,0.0,3.07
2024-03-31T01:00,25.9,82,0.0,0.0,0.0,2.77
2024-03-31T02:00,25.6,78,0.0,0.0,0.0,2.25
2024-03-31T03:00,24.8,79,0.0,0.0,0.0,1.51
2024-03-31T04:00,25.3,82,0.0,0.0,0.0,2.42
2024-03-31T05:00,24.8,83,0.0,0.0,0.0,2.28
2024-03-31T06:00,24.0,88,0.0,0.0,0.0,1.71
2024-03-31T07:00,24.6,85,23.0,57.7,17.0,1.75
2024-03-31T08:00,26.5,72,183.0,349.7,86.0,1.12
2024-03-31T09:00,28.0,65,407.0,556.5,129.0,0.32
2024-03-31T10:00,29.4,59,621.0,674.3,156.0,2.11
2024-03-31T11:00,30.5,53,791.0,740.5,173.0,3.80
2024-03-31T12:00,30.3,57,870.0,723.6,201.0,5.61
2024-03-31T13:00,30.0,56,918.0,760.5,193.0,6.14
2024-03-31T14:00,30.0,59,898.0,781.2,180.0,5.70
2024-03-31T15:00,29.7,63,777.0,732.9,173.0,6.01
2024-03-31T16:00,30.1,50,623.0,697.8,152.0,6.96
2024-03-31T17:00,29.1,58,400.0,568.8,126.0,5.82
2024-03-31T18:00,27.9,67,171.0,345.5,82.0,3.86
2024-03-31T19:00,27.0,75,18.0,42.6,14.0,3.05
2024-03-31T20:00,26.8,69,0.0,0.0,0.0,3.44
2024-03-31T21:00,27.0,68,0.0,0.0,0.0,2.85
2024-03-31T22:00,26.7,72,0.0,0.0,0.0,3.69
2024-03-31T23:00,26.4,78,0.0,0.0,0.0,4.13
2024-04-01T00:00,26.1,79,0.0,0.0,0.0,4.71
2024-04-01T01:00,25.8,69,0.0,0.0,0.0,4.59
2024-04-01T02:00,25.1,70,0.0,0.0,0.0,2.98
2024-04-01T03:00,24.5,73,0.0,0.0,0.0,2.31
2024-04-01T04:00,24.9,77,0.0,0.0,0.0,3.55
2024-04-01T05:00,25.2,75,0.0,0.0,0.0,2.44
2024-04-01T06:00,24.7,69,0.0,0.0,0.0,2.31
2024-04-01T07:00,24.7,67,23.0,47.3,18.0,1.24
2024-04-01T08:00,26.1,61,169.0,284.9,89.0,1.84
2024-04-01T09:00,27.8,57,396.0,515.2,137.0,2.70
2024-04-01T10:00,29.4,51,601.0,623.8,169.0,1.12
2024-04-01T11:00,31.0,44,775.0,707.2,183.0,0.76
2024-04-01T12:00,31.6,44,852.0,687.3,215.0,3.50
2024-04-01T13:00,30.5,54,768.0,550.6,242.0,5.36
2024-04-01T14:00,30.3,54,752.0,520.2,273.0,5.78
2024-04-01T15:00,30.4,53,744.0,678.3,184.0,5.68
2024-04-01T16:00,30.6,51,575.0,612.2,161.0,4.87
2024-04-01T17:00,29.9,52,387.0,540.5,126.0,4.36
2024-04-01T18:00,29.3,55,167.0,332.3,81.0,3.26
2024-04-01T19:00,28.8,58,17.0,42.4,13.0,1.96
2024-04-01T20:00,28.5,59,0.0,0.0,0.0,1.80
2024-04-01T21:00,28.1,61,0.0,0.0,0.0,2.52
2024-04-01T22:00,28.2,60,0.0,0.0,0.0,1.98
2024-04-01T23:00,27.7,62,0.0,0.0,0.0,2.70
2024-04-02T00:00,24.8,70,0.0,0.0,0.0,6.55
2024-04-02T01:00,22.6,78,0.0,0.0,0.0,8.85
2024-04-02T02:00,23.3,68,0.0,0.0,0.0,8.85
2024-04-02T03:00,23.0,74,0.0,0.0,0.0,5.44
2024-04-02T04:00,26.3,63,0.0,0.0,0.0,1.53
2024-04-02T05:00,24.0,73,0.0,0.0,0.0,2.34
2024-04-02T06:00,22.3,75,0.0,0.0,0.0,3.96
2024-04-02T07:00,23.0,74,19.0,27.9,16.0,4.75
2024-04-02T08:00,25.2,68,175.0,306.2,88.0,3.49
2024-04-02T09:00,28.1,56,402.0,531.8,133.0,2.60
2024-04-02T10:00,29.4,54,621.0,668.8,156.0,2.11
2024-04-02T11:00,30.3,53,791.0,738.4,171.0,2.92
2024-04-02T12:00,30.4,54,896.0,770.8,180.0,4.26
2024-04-02T13:00,30.1,56,931.0,781.5,183.0,5.01
2024-04-02T14:00,30.0,56,893.0,776.3,177.0,6.36
2024-04-02T15:00,30.5,56,672.0,586.5,187.0,8.34
2024-04-02T16:00,31.0,50,565.0,569.8,179.0,3.28
2024-04-02T17:00,29.6,58,311.0,334.7,149.0,1.87
2024-04-02T18:00,29.9,56,146.0,246.2,82.0,1.77
2024-04-02T19:00,29.0,61,17.0,31.6,14.0,3.04
2024-04-02T20:00,25.6,81,0.0,0.0,0.0,5.99
2024-04-02T21:00,25.8,73,0.0,0.0,0.0,2.18
2024-04-02T22:00,26.1,73,0.0,0.0,0.0,1.90
2024-04-02T23:00,25.6,74,0.0,0.0,0.0,3.34
2024-04-03T00:00,24.7,77,0.0,0.0,0.0,3.71
2024-04-03T01:00,23.5,80,0.0,0.0,0.0,2.98
2024-04-03T02:00,23.2,83,0.0,0.0,0.0,2.75
2024-04-03T03:00,23.1,87,0.0,0.0,0.0,2.33
2024-04-03T04:00,25.4,81,0.0,0.0,0.0,2.00
2024-04-03T05:00,25.2,79,0.0,0.0,0.0,2.04
2024-04-03T06:00,24.8,79,0.0,0.0,0.0,2.10
2024-04-03T07:00,25.3,71,27.0,64.1,20.0,2.69
2024-04-03T08:00,26.9,58,191.0,361.8,87.0,3.09
2024-04-03T09:00,29.2,50,416.0,560.0,131.0,2.14
2024-04-03T10:00,30.3,48,630.0,679.0,156.0,1.10
2024-04-03T11:00,31.4,46,799.0,743.4,173.0,2.86
2024-04-03T12:00,31.8,46,907.0,778.7,182.0,5.18
2024-04-03T13:00,31.3,49,939.0,787.3,184.0,6.33
2024-04-03T14:00,31.1,51,881.0,746.8,191.0,5.97
2024-04-03T15:00,30.5,55,792.0,754.6,167.0,6.23
2024-04-03T16:00,29.9,58,620.0,689.6,152.0,5.89
2024-04-03T17:00,28.9,67,400.0,564.7,126.0,5.74
2024-04-03T18:00,27.9,71,172.0,344.6,82.0,5.45
2024-04-03T19:00,27.1,73,19.0,41.8,15.0,4.83
2024-04-03T20:00,26.8,74,0.0,0.0,0.0,4.14
2024-04-03T21:00,26.5,73,0.0,0.0,0.0,3.13
2024-04-03T22:00,26.3,72,0.0,0.0,0.0,2.32
2024-04-03T23:00,25.8,73,0.0,0.0,0.0,2.45
2024-04-04T00:00,25.1,75,0.0,0.0,0.0,2.51
2024-04-04T01:00,24.2,80,0.0,0.0,0.0,2.18
2024-04-04T02:00,23.6,83,0.0,0.0,0.0,2.79
2024-04-04T03:00,23.1,85,0.0,0.0,0.0,2.59
2024-04-04T04:00,24.7,68,0.0,0.0,0.0,4.03
2024-04-04T05:00,24.8,54,0.0,0.0,0.0,4.88
2024-04-04T06:00,24.1,57,0.0,0.0,0.0,3.71
2024-04-04T07:00,25.1,53,30.0,72.2,22.0,3.34
2024-04-04T08:00,27.8,45,205.0,392.1,91.0,2.80
2024-04-04T09:00,30.8,36,439.0,599.6,132.0,2.16
2024-04-04T10:00,32.6,32,657.0,712.0,158.0,1.61
2024-04-04T11:00,33.3,34,821.0,754.3,184.0,3.53
2024-04-04T12:00,33.4,36,922.0,768.4,205.0,5.11
2024-04-04T13:00,32.6,39,955.0,776.5,209.0,6.63
2024-04-04T14:00,32.4,39,884.0,717.5,220.0,6.26
2024-04-04T15:00,32.2,41,791.0,729.3,186.0,5.51
2024-04-04T16:00,32.0,44,571.0,582.5,175.0,4.90
2024-04-04T17:00,31.3,48,399.0,555.2,129.0,4.80
2024-04-04T18:00,30.0,56,175.0,346.9,84.0,3.86
2024-04-04T19:00,29.0,63,19.0,41.6,15.0,3.18
2024-04-04T20:00,28.7,62,0.0,0.0,0.0,2.86
2024-04-04T21:00,28.4,63,0.0,0.0,0.0,2.38
2024-04-04T22:00,27.9,67,0.0,0.0,0.0,2.12
2024-04-04T23:00,27.6,63,0.0,0.0,0.0,2.28
2024-04-05T00:00,27.2,58,0.0,0.0,0.0,1.92
2024-04-05T01:00,26.7,58,0.0,0.0,0.0,2.18
2024-04-05T02:00,26.7,57,0.0,0.0,0.0,3.10
2024-04-05T03:00,25.9,56,0.0,0.0,0.0,1.84
2024-04-05T04:00,26.8,50,0.0,0.0,0.0,1.36
2024-04-05T05:00,26.3,50,0.0,0.0,0.0,2.06
2024-04-05T06:00,25.6,54,0.0,0.0,0.0,2.31
2024-04-05T07:00,26.7,50,29.0,71.1,21.0,1.77
2024-04-05T08:00,29.0,43,197.0,367.3,89.0,1.20
2024-04-05T09:00,31.0,38,421.0,561.2,132.0,1.39
2024-04-05T10:00,32.4,41,632.0,672.3,159.0,3.16
2024-04-05T11:00,33.0,45,799.0,739.2,173.0,4.49
2024-04-05T12:00,33.4,44,890.0,750.7,188.0,4.96
2024-04-05T13:00,33.2,44,846.0,671.2,200.0,5.14
2024-04-05T14:00,33.1,44,877.0,713.2,216.0,5.31
2024-04-05T15:00,32.9,45,753.0,686.0,183.0,4.60
2024-04-05T16:00,32.2,47,590.0,637.3,156.0,4.54
2024-04-05T17:00,31.6,49,385.0,502.6,140.0,4.10
2024-04-05T18:00,30.4,55,150.0,189.8,100.0,3.28
2024-04-05T19:00,29.6,59,17.0,10.3,16.0,2.88
2024-04-05T20:00,29.1,64,0.0,0.0,0.0,2.51
2024-04-05T21:00,28.8,66,0.0,0.0,0.0,2.42
2024-04-05T22:00,28.6,64,0.0,0.0,0.0,2.20
2024-04-05T23:00,28.4,62,0.0,0.0,0.0,1.62
2024-04-06T00:00,27.7,64,0.0,0.0,0.0,1.14
2024-04-06T01:00,27.1,65,0.0,0.0,0.0,1.30
2024-04-06T02:00,26.5,66,0.0,0.0,0.0,1.39
2024-04-06T03:00,26.1,64,0.0,0.0,0.0,1.92
2024-04-06T04:00,27.1,60,0.0,0.0,0.0,1.70
2024-04-06T05:00,26.6,59,0.0,0.0,0.0,1.56
2024-04-06T06:00,26.8,57,0.0,0.0,0.0,1.20
2024-04-06T07:00,27.6,54,30.0,52.5,24.0,0.76
2024-04-06T08:00,29.2,49,196.0,346.4,93.0,0.36
2024-04-06T09:00,31.3,41,421.0,557.9,132.0,0.89
